"TAIL_NUMBER","NUMBER_OF_SEATS","MANUFACTURER","MODEL",
"N865RW",70,"Embraer","ERJ-170-100SE",
"N8660A",175,"THEBOEINGCO","B-737-8H4",
"N8661A",175,"THEBOEINGCO","B-737-8H4",
"N8662F",175,"THEBOEINGCO","B-737-8H4",
"N8663A",175,"THEBOEINGCO","B-737-8H4",
"N8664J",175,"THEBOEINGCO","B-737-8H4",
"N8665A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8665D",175,"THEBOEINGCO","B-737-8H4",
"N8667D",175,"THEBOEINGCO","B-737-8H4",
"N8668A",175,"THEBOEINGCO","B-737-8H4",
"N8669B",175,"THEBOEINGCO","B-737-8H4",
"N866AB",13,"Gulfstream","GV",
"N866AS",50,"Bombardier","CRJ200-2B19",
"N866DA",291,"BOEINGCOMPANY","777-232ER-PSGR",
"N866DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N866FD",0,"Boeing","777F",
"N866FE",0,"CESSNA","C-208B",
"N866NN",172,"Boeing","B737-823",
"N8670A",175,"THEBOEINGCO","B-737-8H4",
"N8671D",175,"THEBOEINGCO","B-737-8H4",
"N8672F",175,"THEBOEINGCO","B-737-8H4",
"N8673F",175,"THEBOEINGCO","B-737-8H4",
"N8674A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8674B",175,"THEBOEINGCO","B-737-8H4",
"N8675A",175,"THEBOEINGCO","B-737-8H4",
"N8676A",175,"THEBOEINGCO","B-737-8H4",
"N8677A",175,"THEBOEINGCO","B-737-8H4",
"N8678E",175,"THEBOEINGCO","B-737-8H4",
"N8679A",175,"THEBOEINGCO","B-737-8H4",
"N867AS",50,"Bombardier","CRJ200-2B19",
"N867DA",291,"BOEINGCOMPANY","777-232ER-PSGR",
"N867DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N867FE",0,"CESSNA","C-208B",
"N867NN",172,"Boeing","B737-823",
"N867RW",69,"Embraer","ERJ-170-100SU",
"N8680C",175,"THEBOEINGCO","B-737-8H4",
"N8681M",175,"THEBOEINGCO","B-737-8H4",
"N8682B",175,"THEBOEINGCO","B-737-8H4",
"N8683B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8683D",175,"THEBOEINGCO","B-737-8H4",
"N8684F",175,"THEBOEINGCO","B-737-8H4",
"N8685B",175,"THEBOEINGCO","B-737-8H4",
"N8686A",175,"THEBOEINGCO","B-737-8H4",
"N8687A",175,"THEBOEINGCO","B-737-8H4",
"N8688C",50,"BOMBARDIER","CRJ-200-PSGR",
"N8688J",175,"THEBOEINGCO","B-737-8H4",
"N8689C",175,"THEBOEINGCO","B-737-8H4",
"N868AS",50,"Bombardier","CRJ-200/440",
"N868AS",50,"Bombardier","CRJ200-2B19",
"N868CA",50,"Bombardier","CRJ200-2B19",
"N868DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N868FD",0,"BOEING","777-FS2",
"N868NN",160,"Boeing","B737-823",
"N868RW",69,"Embraer","ERJ-170-100SU",
"N8690A",175,"THEBOEINGCO","B-737-8H4",
"N8691A",175,"THEBOEINGCO","B-737-8H4",
"N8692F",175,"THEBOEINGCO","B-737-8H4",
"N8693A",175,"THEBOEINGCO","B-737-8H4",
"N8694A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8694E",175,"THEBOEINGCO","B-737-8H4",
"N8695D",175,"THEBOEINGCO","B-737-8H4",
"N8696C",50,"BOMBARDIER","CRJ-200-PSGR",
"N8696E",175,"THEBOEINGCO","B-737-8H4",
"N8697C",175,"THEBOEINGCO","B-737-8H4",
"N8698B",175,"THEBOEINGCO","B-737-8H4",
"N8699A",175,"THEBOEINGCO","B-737-8H4",
"N869AS",50,"Bombardier","CRJ200-2B19",
"N869DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N869FD",0,"BOEING","777-FS2",
"N869FE",0,"CESSNA","C-208B",
"N869NN",160,"Boeing","B737-823",
"N869RW",69,"Embraer","ERJ-170-100SE",
"N8701Q",175,"THEBOEINGCO","B-737-8",
"N8702L",175,"THEBOEINGCO","B-737-8",
"N8704Q",175,"THEBOEINGCO","B-737-8",
"N8705Q",175,"THEBOEINGCO","B-737-8",
"N8706W",175,"THEBOEINGCO","B-737-8",
"N8707P",175,"THEBOEINGCO","B-737-8",
"N8708Q",175,"THEBOEINGCO","B-737-8",
"N8709Q",175,"THEBOEINGCO","B-737-8",
"N870AS",50,"Bombardier","CRJ200-2B19",
"N870AS",50,"Bombardier","CRJ-200/440",
"N870DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N870FE",0,"CESSNA","C-208B",
"N870NN",160,"Boeing","B737-823",
"N870RW",69,"Embraer","ERJ-170-100SU",
"N8710M",175,"THEBOEINGCO","B-737-8",
"N8711Q",175,"THEBOEINGCO","B-737-8",
"N8712L",175,"THEBOEINGCO","B-737-8",
"N8713M",175,"THEBOEINGCO","B-737-8",
"N8714Q",175,"THEBOEINGCO","B-737-8",
"N8715Q",175,"THEBOEINGCO","B-737-8",
"N8716B",175,"THEBOEINGCO","B-737-8",
"N8717M",175,"THEBOEINGCO","B-737-8",
"N8718Q",175,"THEBOEINGCO","B-737-8",
"N8719Q",175,"THEBOEINGCO","B-737-8",
"N871AS",50,"Bombardier","CRJ-200/440",
"N871AS",50,"Bombardier","CRJ200-2B19",
"N871DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N871FE",0,"CESSNA","C-208B",
"N871NN",160,"Boeing","B737-823",
"N871RW",69,"Embraer","ERJ-170-100SU",
"N871UA",120,"AirbusIndustries","AirbusA319-131",
"N8720L",175,"THEBOEINGCO","B-737-8",
"N8721B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8721J",175,"THEBOEINGCO","B-737-8",
"N8722L",175,"THEBOEINGCO","B-737-8",
"N8723Q",175,"THEBOEINGCO","B-737-8",
"N8724J",175,"THEBOEINGCO","B-737-8",
"N8725L",175,"THEBOEINGCO","B-737-8",
"N8726H",175,"THEBOEINGCO","B-737-8",
"N8727M",175,"THEBOEINGCO","B-737-8",
"N8728Q",175,"THEBOEINGCO","B-737-8",
"N8729H",175,"THEBOEINGCO","B-737-8",
"N872DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N872FE",0,"CESSNA","C-208B",
"N872NN",160,"Boeing","B737-823",
"N872RW",69,"Embraer","ERJ-170-100SU",
"N87302",76,"Embraer","EMB-175-PSGR",
"N87303",76,"Embraer","EMB-175-PSGR",
"N87306",76,"Embraer","EMB-175-PSGR",
"N8730Q",175,"THEBOEINGCO","B-737-8",
"N87318",76,"Embraer","EMB-175-PSGR",
"N87319",76,"Embraer","EMB-175-PSGR",
"N8731J",175,"THEBOEINGCO","B-737-8",
"N8732S",175,"THEBOEINGCO","B-737-8",
"N87337",76,"Embraer","EMB-175-PSGR",
"N87339",76,"Embraer","EMB-175-PSGR",
"N8733M",175,"THEBOEINGCO","B-737-8",
"N87345",76,"Embraer","EMB-175-PSGR",
"N8734Q",175,"THEBOEINGCO","B-737-8",
"N87353",76,"Embraer","EMB-175-PSGR",
"N8735L",175,"THEBOEINGCO","B-737-8",
"N87360",76,"Embraer","EMB-175-PSGR",
"N873AS",50,"Bombardier","CRJ200-2B19",
"N873DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N873FE",0,"CESSNA","C-208B",
"N873NN",172,"Boeing","B737-823",
"N873RW",69,"Embraer","ERJ-170-100SU",
"N874AS",50,"Bombardier","CRJ200-2B19",
"N874DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N874FE",0,"CESSNA","C-208B",
"N874NN",160,"Boeing","B737-823",
"N874RW",69,"Embraer","ERJ-170-100SU",
"N87507",154,"BoeingCo","B737-800PAX",
"N87512",154,"BoeingCo","B737-800PAX",
"N87513",154,"BoeingCo","B737-800PAX",
"N87527",154,"BoeingCo","B737-800PAX",
"N87531",154,"BoeingCo","B737-800PAX",
"N875AS",50,"Bombardier","CRJ200-2B19",
"N875DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N875FE",0,"CESSNA","C-208B",
"N875NN",160,"Boeing","B737-823",
"N875RW",69,"Embraer","ERJ-170-100LR",
"N8767",16,"Boeing","BBJ7377EG",
"N876AS",50,"Bombardier","CRJ200-2B19",
"N876DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N876FD",0,"Boeing","777F",
"N876FE",0,"CESSNA","C-208B",
"N876NN",160,"Boeing","B737-823",
"N876UA",120,"AirbusIndustries","AirbusA319-131",
"N8775A",50,"BOMBARDIER","CRJ-200-PSGR",
"N877AS",50,"Bombardier","CRJ200-2B19",
"N877AS",50,"Bombardier","CRJ-200/440",
"N877DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N877FD",0,"Boeing","777F",
"N877FE",0,"CESSNA","C-208B/3",
"N877NN",160,"Boeing","B737-823",
"N877UA",120,"AirbusIndustries","AirbusA319-131",
"N8783E",50,"BOMBARDIER","CRJ-200-PSGR",
"N878AS",50,"Bombardier","CRJ200-2B19",
"N878DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N878FD",0,"BOEING","777F",
"N878FE",0,"CESSNA","C-208B",
"N878NN",160,"Boeing","B737-823",
"N878RW",69,"Embraer","ERJ-170-100LR",
"N878UA",120,"AirbusIndustries","AirbusA319-131",
"N879AS",50,"Bombardier","CRJ200-2B19",
"N879DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N879FD",0,"Boeing","777F",
"N879FE",0,"CESSNA","C-208B",
"N879NN",160,"Boeing","B737-823",
"N879RW",69,"Embraer","ERJ-170-100LR",
"N880AS",50,"Bombardier","CRJ200-2B19",
"N880DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N880FD",0,"BOEING","777-F28",
"N880FE",0,"CESSNA","C-208B",
"N880NN",160,"Boeing","B737-823",
"N880RW",69,"Embraer","ERJ-170-100LR",
"N881AS",50,"Bombardier","CRJ200-2B19",
"N881AS",50,"Bombardier","CRJ-200/440",
"N881DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N881FE",0,"CESSNA","C-208B",
"N881NN",160,"Boeing","B737-823",
"N881YV",0,"BOEING","B767-200-ERSF",
"N8828D",50,"Bombardier","CRJ200-2B19",
"N882AS",50,"Bombardier","CRJ200-2B19",
"N882DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N882FD",0,"BOEING","777-F28",
"N882FE",0,"CESSNA","C-208B",
"N882NN",160,"Boeing","B737-823",
"N882RW",69,"Embraer","ERJ-170-100LR",
"N88301",76,"Embraer","EMB-175-PSGR",
"N88310",76,"Embraer","EMB-175-PSGR",
"N88325",76,"Embraer","EMB-175-PSGR",
"N88326",76,"Embraer","EMB-175-PSGR",
"N88327",76,"Embraer","EMB-175-PSGR",
"N88328",76,"Embraer","EMB-175-PSGR",
"N88330",76,"Embraer","EMB-175-PSGR",
"N88331",76,"Embraer","EMB-175-PSGR",
"N88332",76,"Embraer","EMB-175-PSGR",
"N88335",76,"Embraer","EMB-175-PSGR",
"N88341",76,"Embraer","EMB-175-PSGR",
"N88346",76,"Embraer","EMB-175-PSGR",
"N88359",76,"Embraer","EMB-175-PSGR",
"N8836A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8837B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8839E",50,"BOMBARDIER","CRJ-200-PSGR",
"N883DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N883FD",0,"BOEING","777-FHT",
"N883FE",0,"CESSNA","C-208B",
"N883NN",160,"Boeing","B737-823",
"N8847A",50,"BOMBARDIER","CRJ-200-PSGR",
"N884AS",50,"Bombardier","CRJ200-2B19",
"N884AS",50,"Bombardier","CRJ-200/440",
"N884DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N884FD",0,"BOEING","777-FS2",
"N884FE",0,"CESSNA","C-208B/3",
"N884NN",160,"Boeing","B737-823",
"N8855A",50,"BOMBARDIER","CRJ-200-PSGR",
"N885AS",50,"Bombardier","CRJ200-2B19",
"N885DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N885FD",0,"BOEING","777-FS2",
"N885FE",0,"CESSNA","C-208B",
"N885NN",160,"Boeing","B737-823",
"N8869B",50,"BOMBARDIER","CRJ-200-PSGR",
"N886AS",50,"Bombardier","CRJ200-2B19",
"N886CS",13,"Gulfstream","G650",
"N886DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N886FD",0,"BOEING","777-FS2",
"N886FE",0,"CESSNA","C-208B",
"N886NN",160,"Boeing","B737-823",
"N8877A",50,"BOMBARDIER","CRJ-200-PSGR",
"N887DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N887FD",0,"BOEING","777-FS2",
"N887FE",0,"CESSNA","C-208B",
"N887NN",160,"Boeing","B737-823",
"N8883E",50,"BOMBARDIER","CRJ-200-PSGR",
"N8884E",50,"Bombardier","CRJ200-2B19",
"N8886A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8888D",50,"BOMBARDIER","CRJ-200-PSGR",
"N888DU",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N888FD",0,"BOEING","777-FS2",
"N888FE",0,"CESSNA","C-208B",
"N888LT",0,"Boeing","B757-200",
"N8891A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8894A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8896A",50,"BOMBARDIER","CRJ-200-PSGR",
"N889AS",50,"Bombardier","CRJ200-2B19",
"N889DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N889FD",0,"BOEING","777-FS2",
"N889FE",0,"CESSNA","C-208B",
"N889NN",160,"Boeing","B737-823",
"N889UA",120,"AirbusIndustries","AirbusA319-131",
"N8903A",50,"Bombardier","CRJ200-2B19",
"N8905F",50,"BOMBARDIER","CRJ-200-PSGR",
"N8907A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8908D",50,"BOMBARDIER","CRJ-200-PSGR",
"N890DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N890FD",0,"BOEING","777-FS2",
"N890FE",0,"CESSNA","C-208B",
"N890NN",160,"Boeing","B737-823",
"N890UA",120,"AirbusIndustries","AirbusA319-131",
"N8913A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8914A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8918B",50,"BOMBARDIER","CRJ-200-PSGR",
"N891AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N891DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N891FD",0,"Boeing","777F",
"N891FE",0,"CESSNA","C-208B",
"N891NN",160,"Boeing","B737-823",
"N891UA",120,"AirbusIndustries","AirbusA319-131",
"N8921B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8923A",50,"Bombardier","CRJ200-2B19",
"N8924B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8928A",50,"BOMBARDIER","CRJ-200-PSGR",
"N892AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N892DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N892FD",0,"BOEING","777-FS2",
"N892FE",0,"CESSNA","C-208B",
"N892NN",160,"Boeing","B737-823",
"N892UA",120,"AirbusIndustries","AirbusA319-131",
"N89304",76,"Embraer","EMB-175-PSGR",
"N89308",76,"Embraer","EMB-175-PSGR",
"N8930E",50,"BOMBARDIER","CRJ-200-PSGR",
"N89313",76,"Embraer","EMB-175-PSGR",
"N89315",76,"Embraer","EMB-175-PSGR",
"N89317",76,"Embraer","EMB-175-PSGR",
"N89321",76,"Embraer","EMB-175-PSGR",
"N8932C",50,"Bombardier","CRJ200-2B19",
"N8933B",50,"Bombardier","CRJ200-2B19",
"N89342",76,"Embraer","EMB-175-PSGR",
"N89349",76,"Embraer","EMB-175-PSGR",
"N89357",76,"Embraer","EMB-175-PSGR",
"N8936A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8938A",50,"BOMBARDIER","CRJ-200-PSGR",
"N893AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N893DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N893FD",0,"Boeing","777F",
"N893NN",160,"Boeing","B737-823",
"N893UA",120,"AirbusIndustries","AirbusA319-131",
"N8940E",50,"BOMBARDIER","CRJ-200-PSGR",
"N8942A",50,"Bombardier","CRJ200-2B19",
"N8943A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8944B",50,"BOMBARDIER","CRJ-200-PSGR",
"N8946A",50,"BOMBARDIER","CRJ-200-PSGR",
"N894AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N894DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N894FD",0,"Boeing","777F",
"N894FE",0,"CESSNA","C-208B",
"N894NN",160,"Boeing","B737-823",
"N894UA",120,"AirbusIndustries","AirbusA319-131",
"N895AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N895DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N895FD",0,"BOEING","777-FS2",
"N895FE",0,"CESSNA","C-208B",
"N895NN",160,"Boeing","B737-823",
"N895UA",120,"AirbusIndustries","AirbusA319-131",
"N8960A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8964E",50,"BOMBARDIER","CRJ-200-PSGR",
"N8965E",50,"Bombardier","CRJ200-2B19",
"N8968E",50,"Bombardier","CRJ200-2B19",
"N8969A",50,"BOMBARDIER","CRJ-200-PSGR",
"N896AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N896DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N896FD",0,"Boeing","777F",
"N896FE",0,"CESSNA","C-208B",
"N896NN",160,"Boeing","B737-823",
"N896SK",76,"Bombardier","CRJ900-2D24",
"N896UA",120,"AirbusIndustries","AirbusA319-131",
"N8970D",50,"BOMBARDIER","CRJ-200-PSGR",
"N8972E",50,"BOMBARDIER","CRJ-200-PSGR",
"N8974C",50,"BOMBARDIER","CRJ-200-PSGR",
"N8976E",50,"BOMBARDIER","CRJ-200-PSGR",
"N8977A",50,"BOMBARDIER","CRJ-200-PSGR",
"N897DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N897FD",0,"BOEING","777-FS2",
"N897FE",0,"CESSNA","C-208B",
"N897NN",160,"Boeing","B737-823",
"N897SK",76,"Bombardier","CRJ900-2D24",
"N897UA",120,"AirbusIndustries","AirbusA319-131",
"N8980A",50,"BOMBARDIER","CRJ-200-PSGR",
"N8982A",50,"Bombardier","CRJ200-2B19",
"N8986B",50,"BOMBARDIER","CRJ-200-PSGR",
"N898DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N898FE",0,"CESSNA","C-208B",
"N898NN",160,"Boeing","B737-823",
"N898SK",76,"Bombardier","CRJ900-2D24",
"N898UA",120,"AirbusIndustries","AirbusA319-131",
"N899AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N899DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N899FE",0,"CESSNA","C-208B/3",
"N899NN",160,"Boeing","B737-823",
"N899SK",76,"Bombardier","CRJ900-2D24",
"N899UA",120,"AirbusIndustries","AirbusA319-131",
"N90024",128,"Airbus","A319-115",
"N9002U",128,"Airbus","A319-115",
"N9004F",128,"Airbus","A319-115",
"N9006",128,"Airbus","A319-115",
"N9008U",128,"Airbus","A319-115",
"N900AE",50,"Embraer","EMB-145",
"N900DE",149,"McDonnellDouglas","MD-88-PSGR",
"N900DU",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N900EV",50,"Bombardier","CRJ200-2B19",
"N900FE",0,"CESSNA","C-208B",
"N900FX",0,"ATR","ATR42-300",
"N900NB",16,"Dassault","DASSAULT-FALCON-7XPS",
"N900PC",199,"BOEINGCOMPANY","757-26D-PSGR",
"N900UW",181,"Airbus","A321-231",
"N900WN",143,"THEBOEINGCO","B-737-7H4",
"N9010R",128,"Airbus","A319-115",
"N9011P",128,"Airbus","A319-115",
"N9012",128,"Airbus","A319-115",
"N9013A",128,"Airbus","A319-115",
"N9015D",128,"Airbus","A319-115",
"N9016",128,"Airbus","A319-115",
"N9017P",128,"Airbus","A319-115",
"N9018E",128,"Airbus","A319-115",
"N9019F",128,"Airbus","A319-115",
"N901AA",181,"Airbus","A321-231",
"N901AN",160,"Boeing","B737-823",
"N901DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N901DE",149,"McDonnellDouglas","MD-88-PSGR",
"N901DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N901EV",50,"Bombardier","CRJ200-2B19",
"N901FD",0,"BOEING","757-200",
"N901FX",0,"ATR","ATR42-300",
"N901NK",182,"AirbusIndustries","A-320-PSGR",
"N901NN",160,"Boeing","B737-823",
"N901WN",143,"THEBOEINGCO","B-737-7H4",
"N901XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N9021H",128,"Airbus","A319-115",
"N9022G",128,"Airbus","A319-115",
"N9023N",128,"Airbus","A319-115",
"N9025B",128,"Airbus","A319-115",
"N9026C",128,"Airbus","A319-115",
"N9029F",128,"Airbus","A319-115",
"N902AA",181,"Airbus","A321-231",
"N902AN",160,"Boeing","B737-823",
"N902BC",50,"Embraer","EMB-145",
"N902DE",149,"McDonnellDouglas","MD-88-PSGR",
"N902DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N902EV",50,"Bombardier","CRJ200-2B19",
"N902FE",0,"CESSNA","C-208B",
"N902FJ",79,"Bombardier","CRJ-900-PSGR",
"N902NK",182,"AirbusIndustries","A-320-PSGR",
"N902NN",160,"Boeing","B737-823",
"N902WN",143,"THEBOEINGCO","B-737-7H4",
"N902XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N903AA",181,"Airbus","A321-231",
"N903AN",160,"Boeing","B737-823",
"N903AR",0,"BOEING","B-747-428F",
"N903DE",149,"McDonnellDouglas","MD-88-PSGR",
"N903DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N903EV",50,"Bombardier","CRJ-200/440",
"N903EV",50,"Bombardier","CRJ200-2B19",
"N903FD",0,"BOEING","757-200",
"N903FE",0,"CESSNA","C-208B",
"N903FJ",79,"Bombardier","CRJ-900-PSGR",
"N903FX",0,"ATR","ATR42-300",
"N903JB",200,"AirbusIndustrie","A321-231",
"N903NK",182,"AirbusIndustries","A-320-PSGR",
"N903NN",160,"Boeing","B737-823",
"N903SW",50,"Bombardier","CRJ200-2B19",
"N903WN",143,"THEBOEINGCO","B-737-7H4",
"N903XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N904AA",181,"Airbus","A321-231",
"N904AN",160,"Boeing","B737-823",
"N904AR",0,"BOEING","B-747-428F",
"N904CE",0,"Douglas","DC-9-32FCARGO",
"N904DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N904DE",149,"McDonnellDouglas","MD-88-PSGR",
"N904DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N904EV",50,"Bombardier","CRJ200-2B19",
"N904FE",0,"CESSNA","C-208B",
"N904FJ",79,"Bombardier","CRJ-900-PSGR",
"N904NK",182,"AirbusIndustries","A-320-PSGR",
"N904NN",160,"Boeing","B737-823",
"N904WN",143,"THEBOEINGCO","B-737-7H4",
"N904XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N9056R",0,"Douglas","DC-6ACARGO",
"N905AN",160,"Boeing","B737-823",
"N905AU",181,"Airbus","A321-231",
"N905DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N905DE",149,"McDonnellDouglas","MD-88-PSGR",
"N905DL",149,"McDonnellDouglas","MD-88-PSGR",
"N905DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N905EV",50,"Bombardier","CRJ-200/440",
"N905EV",50,"Bombardier","CRJ200-2B19",
"N905FE",0,"CESSNA","C-208B",
"N905J",79,"Bombardier","CRJ-900-PSGR",
"N905JB",200,"AirbusIndustrie","A321-231",
"N905JH",50,"Embraer","EMB-145",
"N905NK",182,"AirbusIndustries","A-320-PSGR",
"N905NN",160,"Boeing","B737-823",
"N905SW",50,"Bombardier","CRJ200-2B19",
"N905WN",143,"THEBOEINGCO","B-737-7H4",
"N905XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N906AA",181,"Airbus","A321-231",
"N906AN",160,"Boeing","B737-823",
"N906AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N906DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N906DE",149,"McDonnellDouglas","MD-88-PSGR",
"N906DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N906EV",50,"Bombardier","CRJ200-2B19",
"N906FE",0,"CESSNA","C-208B",
"N906FJ",79,"Bombardier","CRJ-900-PSGR",
"N906FX",0,"ATR","ATR42-300",
"N906NK",182,"AirbusIndustries","A-320-PSGR",
"N906NN",160,"Boeing","B737-823",
"N906SW",50,"Bombardier","CRJ200-2B19",
"N906WN",143,"THEBOEINGCO","B-737-7H4",
"N906XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N907AA",181,"Airbus","A321-231",
"N907AN",160,"Boeing","B737-823",
"N907DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N907DE",149,"McDonnellDouglas","MD-88-PSGR",
"N907DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N907EV",50,"Bombardier","CRJ200-2B19",
"N907FE",0,"CESSNA","C-208B",
"N907FJ",79,"Bombardier","CRJ-900-PSGR",
"N907FX",0,"ATR","ATR42-300",
"N907JB",200,"AirbusIndustrie","A321-231",
"N907NK",182,"AirbusIndustries","A-320-PSGR",
"N907NN",160,"Boeing","B737-823",
"N907SW",50,"Bombardier","CRJ200-2B19",
"N907WN",143,"THEBOEINGCO","B-737-7H4",
"N907XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N908AA",181,"Airbus","A321-231",
"N908AE",50,"Embraer","EMB-145",
"N908AN",160,"Boeing","B737-823",
"N908DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N908DE",149,"McDonnellDouglas","MD-88-PSGR",
"N908DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N908EV",50,"Bombardier","CRJ200-2B19",
"N908EV",50,"Bombardier","CRJ-200/440",
"N908FE",0,"CESSNA","C-208B",
"N908FJ",79,"Bombardier","CRJ-900-PSGR",
"N908NK",182,"AirbusIndustries","A-320-PSGR",
"N908NN",160,"Boeing","B737-823",
"N908SW",50,"Bombardier","CRJ200-2B19",
"N908WN",143,"THEBOEINGCO","B-737-7H4",
"N908XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N909AE",50,"Embraer","EMB-145",
"N909AM",181,"Airbus","A321-231",
"N909AN",160,"Boeing","B737-823",
"N909DA",158,"McDonnellDouglas","MD-90-30-PSGR",
"N909DE",149,"McDonnellDouglas","MD-88-PSGR",
"N909DN",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N909EV",50,"Bombardier","CRJ200-2B19",
"N909EV",50,"Bombardier","CRJ-200/440",
"N909FE",0,"CESSNA","C-208B",
"N909FJ",79,"Bombardier","CRJ-900-PSGR",
"N909FX",0,"ATR","ATR42-300",
"N909NN",160,"Boeing","B737-823",
"N909SW",50,"Bombardier","CRJ200-2B19",
"N909WN",143,"THEBOEINGCO","B-737-7H4",
"N909XJ",76,"BOMBARDIER","CRJ-900LR-PSGR",
"N91007",337,"BoeingCo","B787-10PAX",
"N910AN",160,"Boeing","B737-823",
"N910AT",110,"BOEINGCOMPANY","717-200-PSGR",
"N910AU",181,"Airbus","A321-231",
"N910CS",10,"Dassault","DASSAULT-FALCON-2000",
"N910DE",149,"McDonnellDouglas","MD-88-PSGR",
"N910DN",158,"McDonnellDouglas","MD-90-30-PSGR",
"N910DU",180,"BOEINGCOMPANY","737-900ER-PSGR",
"N910FD",0,"BOEING","757-200",
"N910FE",0,"CESSNA","C-208B",
